CustomerID,Gender,Age,Tenure,SubscriptionType,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,LoginFrequency,SupportTickets,LastActiveDate,Churn
CUST100557,Female,31,3,Premium,Month-to-month,85.8,233.56,Unknown,11,1.0,2026-07-27,No
CUST100040,Male,68,46,Standard,Two year,54.55,2495.7,E-check,12,1.0,2026-06-16,Yes
CUST101714,Female,64,21,Standard,Two year,54.45,1173.35,Mailed check,14,1.0,2026-07-28,No
CUST100261,Female,45,65,Basic,Month-to-month,25.8,1668.55,Credit card,8,1.0,2026-07-05,Yes
CUST100992,Female,26,61,Basic,Month-to-month,32.13,1961.76,E-check,8,1.0,2026-07-06,No
CUST100912,Male,60,57,Basic,Month-to-month,30.52,1738.21,E-check,8,1.0,2026-07-16,No
CUST100083,Female,62,45,Basic,Month-to-month,35.74,1553.92,Bank transfer,20,0.0,2026-06-22,No
CUST101121,Male,72,26,Premium,Two year,111.04,2910.1,Credit card,15,2.0,2026-07-20,Yes
CUST101889,Male,39,68,Standard,Month-to-month,48.22,3251.44,Mailed check,16,3.0,2026-07-23,No
CUST101553,Female,67,12,Standard,Month-to-month,52.67,637.61,Bank transfer,10,2.0,2026-06-27,No
CUST100824,Female,26,66,Standard,Two year,60.17,3979.83,Credit card,4,2.0,2026-07-29,No
CUST100030,Male,40,29,Basic,Two year,23.29,697.14,Credit card,9,0.0,2026-07-21,No
CUST100513,Female,39,59,Premium,Two year,101.84,5974.08,Credit card,16,0.0,2026-07-26,No
CUST101081,Male,21,5,Basic,Two year,25.03,128.47,Mailed check,16,2.0,2026-07-28,Yes
CUST101297,Male,63,25,Standard,Month-to-month,54.59,1352.73,Credit card,17,0.0,2026-06-16,No
CUST101675,Male,63,67,Basic,Month-to-month,22.11,1438.81,Mailed check,8,2.0,2026-06-30,Yes
CUST101022,Female,66,61,Basic,One year,36.88,2241.61,E-check,12,2.0,2026-07-17,No
CUST101221,Female,44,24,Standard,Two year,55.42,1345.42,Credit card,16,1.0,2026-07-28,No
CUST101305,Male,56,61,Standard,One year,60.91,3716.56,Credit card,12,2.0,2026-06-02,No
CUST101593,Female,60,28,Basic,Month-to-month,15.0,404.71,Credit card,14,0.0,2026-05-28,No
CUST101588,Male,57,11,Basic,Month-to-month,35.82,429.2,Mailed check,16,0.0,2026-07-09,Yes
CUST100856,Male,42,70,Basic,Month-to-month,38.67,2724.14,E-check,10,2.0,2026-05-01,No
CUST101834,Female,35,19,Basic,Two year,36.14,681.22,Credit card,17,1.0,2026-07-17,No
CUST101874,Female,18,22,Basic,One year,16.46,363.49,Mailed check,19,1.0,2026-07-01,No
CUST100048,Female,47,10,Basic,Two year,23.06,237.42,E-check,17,0.0,2026-06-27,No
CUST101996,Female,29,2,Standard,Month-to-month,49.48,107.33,Credit card,9,1.0,2026-07-06,No
CUST101855,Female,24,0,Standard,Two year,64.21,0.0,Bank transfer,14,2.0,2026-06-21,No
CUST100467,Male,47,56,Premium,One year,92.88,5202.16,Mailed check,13,1.0,2026-07-15,No
CUST100153,Male,30,53,Basic,One year,25.04,1341.74,E-check,10,0.0,2026-07-25,No
CUST101950,Female,58,19,Standard,Month-to-month,50.15,986.79,E-check,8,3.0,2026-06-17,No
CUST101961,Male,57,43,Basic,Month-to-month,34.46,1486.27,Bank transfer,17,0.0,2026-07-14,Yes
CUST100394,Male,45,16,Standard,One year,52.64,834.85,E-check,11,2.0,2026-05-28,No
CUST100123,Male,62,67,Basic,Month-to-month,36.17,2437.54,Credit card,13,1.0,2026-06-18,No
CUST100355,Male,46,5,Basic,One year,29.11,154.51,Bank transfer,13,2.0,2026-07-24,No
CUST100134,Male,70,10,Basic,One year,24.33,231.27,E-check,15,2.0,2026-08-01,No
CUST100268,Male,42,2,Standard,Two year,63.15,160.8,E-check,17,0.0,2026-06-05,Yes
CUST100385,Female,31,43,Standard,Two year,62.21,2687.43,E-check,14,1.0,2026-04-21,No
CUST100609,Female,45,46,Basic,One year,32.67,1473.58,Mailed check,7,2.0,2026-07-27,No
CUST100220,Male,57,40,Standard,One year,71.21,2833.78,Bank transfer,13,1.0,2026-07-23,No
CUST100041,Male,65,57,Standard,Month-to-month,57.02,3216.86,E-check,10,3.0,2026-07-31,Yes
CUST100219,Male,32,54,Standard,Month-to-month,41.72,2269.73,Bank transfer,13,1.0,2026-07-28,No
CUST100597,Male,32,59,Standard,Month-to-month,44.31,2556.23,E-check,10,2.0,2026-07-21,No
CUST101844,Female,42,34,Standard,Month-to-month,47.55,1660.09,Bank transfer,15,2.0,2026-07-19,No
CUST101247,Female,42,45,Basic,Month-to-month,19.44,884.42,E-check,13,1.0,2026-07-22,No
CUST100680,Female,53,26,Basic,Month-to-month,18.83,498.67,Bank transfer,15,2.0,2026-06-13,Yes
CUST101082,Male,30,26,Standard,One year,56.99,1493.91,Mailed check,8,2.0,2026-07-30,No
CUST101908,Female,32,0,Basic,One year,18.99,1.83,E-check,14,0.0,2026-07-22,Yes
CUST100858,Female,32,39,Standard,Two year,57.38,2265.89,Bank transfer,14,1.0,2026-07-30,No
CUST100541,Female,25,31,Standard,Month-to-month,65.53,2005.34,Mailed check,15,2.0,2026-07-26,Yes
CUST101050,Female,20,27,Basic,Month-to-month,29.39,792.91,E-check,17,2.0,2026-06-13,No
CUST101581,Female,25,34,Basic,Two year,20.43,699.53,E-check,14,2.0,2026-06-23,No
CUST101368,Male,35,24,Standard,Two year,62.94,1519.09,E-check,18,4.0,2026-05-31,No
CUST101882,Male,19,63,Basic,One year,30.57,1947.21,Mailed check,8,3.0,2026-07-29,No
CUST101078,Female,23,33,Standard,Two year,55.25,1800.46,Credit card,9,3.0,2026-07-16,No
CUST101699,Female,64,61,Basic,One year,36.33,2260.72,E-check,7,2.0,2026-07-10,No
CUST100997,Female,59,43,Basic,One year,21.47,947.89,E-check,10,1.0,2026-05-11,No
CUST101475,Female,27,47,Basic,Two year,19.14,852.94,Bank transfer,11,1.0,2026-05-27,No
CUST101578,Female,25,47,Premium,Month-to-month,87.46,4113.13,Mailed check,11,0.0,2026-07-09,No
CUST101823,Female,65,26,Premium,Month-to-month,77.52,2008.61,Bank transfer,16,2.0,2026-07-23,No
CUST101787,Female,31,48,Basic,Two year,25.44,1208.64,Bank transfer,16,0.0,2026-07-25,No
CUST101575,Male,42,44,Basic,One year,19.19,880.22,Bank transfer,9,2.0,2026-05-08,No
CUST101822,Female,32,37,Basic,Month-to-month,21.63,804.33,Bank transfer,9,0.0,2026-07-20,No
CUST100981,Female,59,58,Basic,Two year,40.42,2347.75,E-check,13,3.0,2026-07-14,No
CUST101419,Male,40,60,Standard,Month-to-month,53.63,3228.51,Mailed check,12,3.0,2026-07-19,No
CUST101454,Male,65,7,Premium,Month-to-month,84.36,630.22,Credit card,12,2.0,2026-07-27,Yes
CUST100336,Male,39,33,Standard,Month-to-month,60.62,1994.59,E-check,8,1.0,2026-07-16,Yes
CUST100232,Female,35,71,Basic,Month-to-month,28.23,1991.09,Mailed check,11,0.0,2026-07-29,No
CUST101008,Female,36,71,Standard,Month-to-month,54.79,3906.08,Mailed check,5,0.0,2026-07-24,No
CUST101423,Male,68,20,Standard,Month-to-month,53.33,1036.0,Mailed check,14,1.0,2026-06-29,No
CUST100158,Male,21,25,Standard,Two year,61.62,1543.91,E-check,23,0.0,2026-07-11,No
CUST100468,Male,35,46,Standard,One year,57.72,2634.59,E-check,6,2.0,2026-07-29,No
CUST100882,Male,63,3,Basic,Month-to-month,20.81,75.0,Mailed check,23,3.0,2026-06-25,No
CUST101619,Male,74,38,Standard,Month-to-month,56.31,2109.84,Bank transfer,14,1.0,2026-06-16,No
CUST101034,Male,52,13,Premium,Month-to-month,84.25,1091.81,Mailed check,9,1.0,2026-07-08,No
CUST101132,Female,25,16,Standard,Month-to-month,48.38,787.14,Mailed check,13,0.0,2026-07-26,Yes
CUST101126,Female,72,27,Premium,Month-to-month,86.05,2317.42,Credit card,11,2.0,2026-07-25,No
CUST100585,Male,39,14,Basic,Month-to-month,29.5,396.59,E-check,14,0.0,2026-07-02,Yes
CUST100205,Male,51,38,Basic,One year,38.39,1458.6,Mailed check,14,2.0,2026-07-21,No
CUST100003,Male,41,20,Premium,Month-to-month,85.37,1706.4,Mailed check,11,0.0,2026-07-14,No
CUST100887,Female,25,52,Standard,Two year,57.4,2982.15,Credit card,8,2.0,2026-06-24,No
CUST101785,Female,72,53,Standard,One year,64.18,3414.21,Mailed check,11,0.0,2026-06-16,No
CUST101447,Female,71,5,Standard,Month-to-month,65.35,325.18,Credit card,10,3.0,2026-07-17,Yes
CUST101845,Male,38,52,Basic,Month-to-month,18.89,978.97,Bank transfer,11,0.0,2026-06-16,Yes
CUST101468,Female,21,15,Standard,Two year,46.31,715.49,Mailed check,19,1.0,2026-07-29,No
CUST101109,Male,47,8,Premium,Two year,106.2,856.44,Credit card,10,2.0,2026-07-27,No
CUST100693,Female,27,6,Standard,Month-to-month,61.47,376.11,E-check,8,2.0,2026-07-29,Yes
CUST101673,Male,36,54,Premium,One year,90.69,4917.92,Mailed check,15,2.0,2026-07-25,No
CUST101654,Female,72,39,Basic,One year,33.73,1314.0,Bank transfer,14,1.0,2026-07-27,No
CUST100714,Female,54,55,Standard,Month-to-month,46.86,2544.44,Mailed check,8,0.0,2026-07-19,No
CUST100951,Female,66,0,Standard,Month-to-month,40.92,0.0,Credit card,13,1.0,2026-07-25,No
CUST101583,Female,61,36,Basic,Month-to-month,15.0,555.26,E-check,8,1.0,2026-07-26,No
CUST100883,Female,26,66,Standard,One year,74.25,4907.64,Credit card,20,1.0,2026-07-26,No
CUST101644,Male,56,64,Basic,One year,39.23,2495.97,Credit card,13,2.0,2026-05-22,No
CUST101620,Male,37,27,Basic,Two year,19.24,512.01,Mailed check,20,3.0,2026-06-16,No
CUST101113,Male,61,35,Basic,Two year,26.4,969.16,E-check,10,1.0,2026-07-31,No
CUST101203,Female,62,70,Basic,One year,18.7,1320.67,Mailed check,15,1.0,2026-05-26,No
CUST101062,Male,43,23,Basic,Month-to-month,31.9,736.67,E-check,14,1.0,2026-07-15,Yes
CUST100157,Female,69,18,Standard,Month-to-month,57.42,1080.15,Bank transfer,12,3.0,2026-07-28,No
CUST101056,Female,28,48,Standard,One year,69.48,3332.99,Bank transfer,7,4.0,2026-06-29,No
CUST100523,Male,59,54,Premium,Month-to-month,91.76,4979.71,Bank transfer,11,3.0,2026-07-22,No
CUST100462,Female,30,40,Premium,Two year,82.26,3313.93,E-check,18,2.0,2026-07-21,No
CUST100652,Male,72,9,Basic,Month-to-month,15.0,101.52,Unknown,14,1.0,2026-07-29,No
CUST100160,Male,37,21,Basic,Month-to-month,31.3,652.14,Credit card,13,1.0,2026-07-13,No
CUST100305,Male,34,22,Basic,One year,30.63,687.45,Credit card,14,0.0,2026-07-05,Yes
CUST100656,Male,62,52,Standard,Two year,38.58,1989.53,Bank transfer,20,0.0,2026-07-13,No
CUST100547,Female,28,19,Basic,Month-to-month,21.26,403.15,Unknown,14,1.0,2026-07-29,Yes
CUST100713,Female,29,4,Standard,One year,49.72,181.13,Bank transfer,10,1.0,2026-07-27,No
CUST100395,Female,46,23,Standard,Month-to-month,64.65,1491.54,Bank transfer,12,2.0,2026-07-21,No
CUST100783,Female,22,25,Premium,Two year,88.47,2231.41,Credit card,5,2.0,2026-06-17,No
CUST100399,Male,54,27,Basic,Two year,29.32,799.27,E-check,10,1.0,2026-06-01,No
CUST100798,Male,43,58,Standard,Month-to-month,39.22,2266.76,Credit card,10,1.0,2026-07-19,Yes
CUST100618,Male,53,40,Standard,One year,63.78,2565.08,Mailed check,14,0.0,2026-06-05,No
CUST101543,Male,45,32,Standard,Month-to-month,63.68,2045.64,Mailed check,12,0.0,2026-06-26,No
CUST100508,Female,47,65,Basic,One year,26.28,1695.33,Credit card,14,2.0,2026-07-05,No
CUST101375,Male,55,57,Basic,Month-to-month,30.73,1760.87,E-check,13,1.0,2026-06-20,No
CUST100736,Female,52,51,Premium,Month-to-month,81.56,4183.61,Mailed check,17,2.0,2026-07-21,No
CUST101168,Male,50,38,Standard,Month-to-month,44.38,1731.92,Bank transfer,20,1.0,2026-07-23,No
CUST101676,Male,36,58,Standard,Month-to-month,56.79,3291.24,Credit card,11,1.0,2026-07-31,Yes
CUST100985,Female,39,39,Basic,Month-to-month,24.54,947.76,Bank transfer,10,1.0,2026-07-21,Yes
CUST100867,Female,50,45,Basic,Two year,32.09,1431.01,Mailed check,11,3.0,2026-07-09,No
CUST100459,Male,41,63,Standard,Month-to-month,51.96,3257.04,Bank transfer,9,2.0,2026-07-30,No
CUST101336,Male,38,47,Standard,One year,58.01,2731.7,Mailed check,14,0.0,2026-07-20,No
CUST100062,Male,51,71,Basic,Two year,33.95,2419.12,E-check,13,2.0,2026-07-12,No
CUST101831,Male,74,66,Standard,Month-to-month,61.36,4053.1,Mailed check,13,1.0,2026-07-18,Yes
CUST100871,Female,52,36,Standard,Month-to-month,65.57,2341.16,Unknown,11,0.0,2026-07-21,No
CUST101884,Male,51,52,Standard,One year,59.46,3105.64,Mailed check,12,4.0,2026-07-25,No
CUST101710,Male,64,61,Standard,Two year,41.21,2557.44,Mailed check,10,4.0,2026-07-21,No
CUST100457,Female,70,9,Basic,Month-to-month,29.3,256.6,Bank transfer,20,0.0,2026-07-31,Yes
CUST100954,Male,43,56,Basic,Month-to-month,26.47,1497.95,Bank transfer,10,1.0,2026-07-07,No
CUST100478,Male,55,35,Basic,One year,25.21,874.26,Bank transfer,11,0.0,2026-07-27,Yes
CUST101347,Male,62,44,Basic,Two year,24.05,1044.71,Bank transfer,12,2.0,2026-06-03,No
CUST101487,Male,33,24,Standard,Month-to-month,49.95,1178.09,Mailed check,8,1.0,2026-07-03,No
CUST100870,Male,66,14,Standard,One year,53.34,751.59,E-check,15,0.0,2026-08-01,No
CUST100790,Female,72,65,Premium,Two year,76.22,4930.94,E-check,10,1.0,2026-07-22,No
CUST100617,Female,58,27,Basic,Month-to-month,17.36,470.28,E-check,17,1.0,2026-07-16,Yes
CUST101902,Male,37,53,Basic,Month-to-month,26.05,1385.42,E-check,6,0.0,2026-06-30,No
CUST101382,Male,34,5,Basic,Month-to-month,28.96,133.01,Mailed check,15,2.0,2026-07-02,Yes
CUST101421,Male,18,44,Standard,Month-to-month,51.25,2242.74,Bank transfer,19,2.0,2026-06-04,No
CUST101925,Male,73,12,Basic,One year,28.38,360.55,Bank transfer,12,1.0,2026-07-30,No
CUST101626,Male,23,3,Basic,Month-to-month,21.46,58.37,Bank transfer,10,4.0,2026-08-01,Yes
CUST100347,Female,64,44,Standard,One year,51.29,2269.66,Mailed check,12,1.0,2026-08-01,No
CUST101018,Female,72,27,Premium,Month-to-month,97.31,2623.27,E-check,4,2.0,2026-07-20,Yes
CUST101200,Male,59,28,Basic,One year,29.33,814.88,Credit card,10,0.0,2026-07-31,No
CUST101534,Male,40,64,Basic,Month-to-month,27.44,1741.7,Mailed check,13,6.0,2026-07-19,Yes
CUST100760,Female,64,45,Basic,One year,37.31,1678.5,E-check,5,1.0,2026-07-15,No
CUST100446,Male,34,66,Premium,Month-to-month,88.16,5839.43,Mailed check,12,1.0,2026-07-17,No
CUST100650,Male,31,48,Basic,Two year,26.75,1287.27,Mailed check,7,1.0,2026-07-01,Yes
CUST101238,Male,45,4,Basic,One year,16.23,105.95,Mailed check,15,2.0,2026-07-09,No
CUST101798,Male,61,27,Basic,Month-to-month,39.11,1046.85,Unknown,17,1.0,2026-07-26,Yes
CUST100379,Male,46,2,Basic,Month-to-month,15.21,0.0,E-check,13,2.0,2026-07-18,Yes
CUST100564,Female,30,56,Premium,Month-to-month,85.9,4807.17,Credit card,14,3.0,2026-07-12,No
CUST101739,Male,59,15,Basic,Two year,18.66,299.54,Mailed check,8,0.0,2026-07-18,No
CUST101742,Female,43,29,Standard,One year,40.28,1172.07,Unknown,18,0.0,2026-07-11,No
CUST101829,Male,73,24,Basic,Month-to-month,20.78,505.43,Mailed check,17,2.0,2026-07-08,Yes
CUST101922,Female,66,46,Premium,Month-to-month,87.6,4034.37,Bank transfer,8,0.0,2026-07-28,No
CUST100967,Female,66,64,Standard,One year,56.77,3603.27,Mailed check,15,0.0,2026-07-09,No
CUST100920,Male,70,46,Basic,Month-to-month,25.71,1171.07,Mailed check,11,0.0,2026-07-20,No
CUST100231,Female,43,18,Basic,Two year,30.17,531.4,E-check,12,1.0,2026-07-29,No
CUST101974,Female,67,60,Standard,Month-to-month,49.15,2965.15,Credit card,15,4.0,2026-06-20,Yes
CUST100382,Female,49,50,Basic,Two year,34.64,1741.15,Bank transfer,15,4.0,2026-07-21,No
CUST101178,Male,26,57,Basic,Two year,41.78,2361.49,Credit card,9,1.0,2026-07-19,No
CUST101215,Male,31,22,Premium,Two year,84.61,1868.7,Bank transfer,15,0.0,2026-07-15,No
CUST100072,Male,32,20,Basic,One year,32.87,651.88,E-check,12,1.0,2026-07-01,No
CUST100070,Female,61,14,Premium,Month-to-month,90.24,1267.34,Credit card,7,0.0,2026-07-23,Yes
CUST101342,Male,18,35,Basic,Month-to-month,28.5,988.6,Bank transfer,15,2.0,2026-07-14,No
CUST101085,Male,22,69,Premium,Two year,99.8,6881.44,Bank transfer,8,1.0,2026-07-30,No
CUST100171,Male,43,3,Premium,Month-to-month,105.91,320.53,Bank transfer,12,0.0,2026-07-17,Yes
CUST101294,Female,38,70,Premium,Month-to-month,91.05,6347.28,E-check,11,2.0,2026-07-20,Yes
CUST100168,Male,60,54,Basic,Two year,22.7,1215.85,Credit card,11,0.0,2026-07-10,No
CUST100493,Female,71,22,Standard,Month-to-month,46.42,992.45,Credit card,6,2.0,2026-07-18,No
CUST101252,Female,38,5,Basic,Month-to-month,15.0,64.31,Credit card,14,3.0,2026-07-20,Yes
CUST101667,Male,41,37,Basic,Two year,28.77,1084.49,E-check,6,0.0,2026-07-16,No
CUST101943,Female,28,57,Basic,Month-to-month,23.51,1334.75,Credit card,16,0.0,2026-07-24,No
CUST100893,Male,46,56,Basic,Month-to-month,23.08,1251.61,Credit card,9,0.0,2026-07-30,Yes
CUST100272,Female,44,37,Basic,Month-to-month,22.4,795.67,E-check,12,0.0,2026-07-20,No
CUST101296,Male,45,68,Basic,One year,17.28,1164.84,Mailed check,11,0.0,2026-07-19,No
CUST100420,Female,25,18,Premium,Month-to-month,94.11,1697.2,Mailed check,13,1.0,2026-07-03,No
CUST100094,Female,30,25,Premium,Two year,85.23,2125.24,E-check,16,3.0,2026-07-28,No
CUST101369,Female,57,35,Basic,Two year,28.61,1018.66,Credit card,18,0.0,2026-08-01,No
CUST101584,Female,22,56,Standard,Month-to-month,51.74,2919.88,Bank transfer,13,3.0,2026-07-16,No
CUST101595,Female,27,10,Basic,One year,22.71,241.9,E-check,10,3.0,2026-07-23,Yes
CUST100042,Female,25,56,Basic,One year,20.11,1130.83,E-check,13,3.0,2026-06-26,No
CUST100056,Female,31,27,Basic,Month-to-month,27.82,772.47,E-check,13,0.0,2026-06-28,Yes
CUST101601,Male,19,49,Standard,Month-to-month,47.1,2329.5,E-check,12,3.0,2026-07-12,Yes
CUST101494,Female,34,60,Standard,Month-to-month,64.19,3835.78,E-check,8,2.0,2026-07-28,No
CUST101942,Female,68,68,Standard,One year,42.69,2893.15,E-check,8,3.0,2026-07-31,No
CUST101633,Male,37,45,Basic,One year,23.02,1039.2,Mailed check,8,0.0,2026-07-21,No
CUST100888,Female,65,22,Basic,Month-to-month,27.44,638.62,E-check,17,0.0,2026-07-02,No
CUST100574,Male,46,63,Basic,Month-to-month,24.66,1573.57,E-check,9,1.0,2026-06-09,No
CUST100038,Male,24,40,Premium,One year,102.97,4133.01,Bank transfer,10,2.0,2026-06-28,No
CUST100306,Female,57,47,Standard,Month-to-month,63.23,2973.12,E-check,11,1.0,2026-06-29,Yes
CUST100668,Male,34,11,Standard,Month-to-month,50.42,532.35,Mailed check,14,2.0,2026-07-12,No
CUST100006,Male,48,33,Standard,Two year,46.43,1526.8,E-check,6,3.0,2026-07-15,No
CUST101196,Female,59,2,Basic,One year,19.53,54.32,E-check,8,1.0,2026-07-07,No
CUST100782,Female,55,54,Premium,One year,91.55,4929.26,E-check,18,0.0,2026-07-23,No
CUST100408,Female,32,46,Premium,Month-to-month,95.37,4382.21,Mailed check,17,0.0,2026-07-31,No
CUST101890,Female,29,58,Standard,One year,52.33,3030.31,E-check,11,1.0,2026-06-24,No
CUST100781,Male,49,18,Standard,Month-to-month,60.51,1078.38,E-check,11,2.0,2026-07-31,Yes
CUST100166,Female,63,50,Standard,Month-to-month,48.78,2434.38,Credit card,6,2.0,2026-07-27,No
CUST100534,Male,56,52,Standard,Month-to-month,44.72,2308.44,E-check,12,0.0,2026-07-14,Yes
CUST100583,Female,35,43,Standard,Two year,52.04,2233.22,E-check,11,0.0,2026-07-17,No
CUST101259,Male,29,9,Standard,Two year,48.64,425.36,E-check,13,2.0,2026-07-30,No
CUST101910,Female,57,21,Standard,Month-to-month,40.49,866.34,E-check,10,2.0,2026-07-24,No
CUST101429,Male,37,3,Basic,Two year,17.01,31.14,E-check,9,2.0,2026-07-19,No
CUST101994,Male,49,65,Basic,Month-to-month,15.0,957.55,E-check,15,0.0,2026-07-24,No
CUST101774,Male,53,10,Basic,One year,34.54,335.04,Bank transfer,6,0.0,2026-08-01,No
CUST101263,Male,30,10,Standard,Two year,44.9,478.78,E-check,16,0.0,2026-07-26,No
CUST101898,Female,66,71,Basic,Month-to-month,28.95,2097.36,Mailed check,11,3.0,2026-07-14,No
CUST101114,Male,53,45,Premium,One year,93.75,4205.59,E-check,14,4.0,2026-07-09,No
CUST101123,Male,59,49,Premium,Month-to-month,82.17,4001.61,Mailed check,10,1.0,2026-04-25,No
CUST101380,Female,66,70,Premium,Month-to-month,96.49,6744.72,Bank transfer,22,1.0,2026-06-25,No
CUST100813,Female,33,66,Standard,One year,52.06,3465.95,Bank transfer,19,2.0,2026-07-13,No
CUST100316,Male,24,6,Basic,Two year,34.2,212.82,Mailed check,15,3.0,2026-07-28,No
CUST101288,Female,32,63,Standard,Month-to-month,58.67,3667.64,Mailed check,7,2.0,2026-07-13,No
CUST101958,Male,32,13,Standard,Two year,61.68,832.87,E-check,15,0.0,2026-07-23,Yes
CUST100516,Female,55,12,Basic,Month-to-month,26.91,303.76,Bank transfer,14,3.0,2026-07-12,Yes
CUST101860,Female,41,48,Standard,Month-to-month,61.62,2945.84,Mailed check,15,3.0,2026-07-25,No
CUST101674,Male,66,38,Standard,Month-to-month,59.4,2283.47,Credit card,9,2.0,2026-07-21,No
CUST101693,Male,72,27,Standard,Month-to-month,53.86,1453.26,Mailed check,12,0.0,2026-07-21,No
CUST100533,Male,26,18,Standard,Month-to-month,57.97,1029.3,E-check,10,2.0,2026-07-12,Yes
CUST100173,Female,66,44,Standard,Two year,48.75,2147.59,Credit card,15,1.0,2026-07-11,No
CUST101048,Male,38,57,Premium,One year,96.92,5530.0,Mailed check,8,1.0,2026-08-01,No
CUST100271,Female,53,1,Standard,Month-to-month,56.35,80.77,Bank transfer,13,1.0,2026-07-31,Yes
CUST100548,Female,37,31,Standard,One year,36.89,1162.25,Mailed check,8,0.0,2026-07-10,No
CUST100964,Male,48,46,Basic,Month-to-month,17.69,824.22,Bank transfer,11,1.0,2026-07-07,No
CUST101703,Male,62,9,Standard,Month-to-month,47.95,456.58,Mailed check,12,3.0,2026-07-26,No
CUST101636,Male,71,63,Standard,Month-to-month,51.45,3268.46,E-check,11,1.0,2026-07-28,No
CUST100598,Female,50,54,Standard,Month-to-month,53.61,2881.73,E-check,7,1.0,2026-07-29,Yes
CUST101609,Male,59,71,Basic,Month-to-month,20.66,1435.48,E-check,13,1.0,2026-07-11,No
CUST100570,Female,63,40,Standard,Two year,58.03,2323.69,E-check,10,1.0,2026-06-26,Yes
CUST100074,Male,66,52,Premium,One year,93.89,4933.82,E-check,12,0.0,2026-07-07,No
CUST100061,Male,62,0,Basic,Month-to-month,31.16,0.0,E-check,22,1.0,2026-07-07,No
CUST101992,Male,71,44,Premium,Two year,100.64,4434.33,Bank transfer,8,2.0,2026-07-23,No
CUST100809,Male,50,71,Basic,One year,20.7,1474.63,Credit card,11,0.0,2026-06-02,Yes
CUST100244,Male,49,46,Standard,One year,57.34,2639.38,Bank transfer,12,2.0,2026-07-23,No
CUST101104,Female,55,64,Basic,Month-to-month,26.92,1692.05,Mailed check,15,0.0,2026-06-18,No
CUST101448,Female,49,55,Standard,One year,60.2,3331.1,Mailed check,13,0.0,2026-07-27,No
CUST100105,Female,70,18,Basic,One year,16.78,299.73,E-check,6,0.0,2026-07-30,Yes
CUST100673,Female,52,24,Standard,One year,56.87,1336.97,E-check,13,3.0,2026-07-29,No
CUST100642,Female,25,20,Standard,Month-to-month,52.31,1012.84,Bank transfer,11,1.0,2026-07-30,Yes
CUST101271,Female,46,8,Premium,Two year,90.89,728.35,Credit card,13,0.0,2026-07-28,No
CUST100665,Male,19,24,Basic,One year,30.03,685.09,Mailed check,9,2.0,2026-07-08,No
CUST100509,Female,50,39,Basic,Month-to-month,15.25,614.04,E-check,10,1.0,2026-07-22,No
CUST100131,Male,42,29,Standard,Two year,51.98,1538.77,Mailed check,15,0.0,2026-07-26,Yes
CUST100444,Female,31,62,Premium,Month-to-month,84.16,5241.86,Mailed check,12,2.0,2026-07-23,Yes
CUST100866,Male,42,18,Basic,Month-to-month,15.0,272.41,Bank transfer,11,2.0,2026-07-19,No
CUST101778,Female,61,39,Standard,One year,59.16,2312.13,Credit card,14,2.0,2026-07-14,No
CUST100057,Male,48,46,Basic,Month-to-month,28.65,1323.8,Mailed check,9,1.0,2026-05-22,No
CUST101659,Female,20,38,Basic,Month-to-month,31.92,1233.98,Mailed check,11,2.0,2026-07-02,Yes
CUST101070,Male,57,19,Basic,Month-to-month,27.82,495.84,Mailed check,14,2.0,2026-07-07,No
CUST101134,Male,20,40,Basic,Two year,17.96,723.18,Bank transfer,7,0.0,2026-07-26,No
CUST100086,Female,19,71,Basic,Month-to-month,35.33,2525.1,E-check,10,0.0,2026-07-24,No
CUST101852,Female,21,3,Standard,Two year,44.65,86.35,Credit card,6,2.0,2026-07-31,Yes
CUST100771,Male,67,40,Standard,Month-to-month,52.63,2100.8,Mailed check,10,0.0,2026-07-26,No
CUST101232,Male,71,8,Standard,Month-to-month,53.8,413.38,Credit card,17,2.0,2026-07-13,No
CUST100708,Female,74,28,Standard,One year,61.03,1711.45,Mailed check,18,1.0,2026-06-22,No
CUST101558,Male,41,35,Premium,Month-to-month,83.06,2901.21,E-check,8,1.0,2026-07-25,No
CUST101340,Male,56,5,Standard,Month-to-month,59.9,259.46,Credit card,13,2.0,2026-07-30,Yes
CUST101563,Female,54,42,Basic,Month-to-month,23.55,1013.51,Credit card,13,2.0,2026-06-30,Yes
CUST100538,Male,67,30,Basic,Month-to-month,24.74,744.04,Unknown,10,1.0,2026-07-12,No
CUST101880,Female,65,71,Premium,Month-to-month,84.1,5977.95,Bank transfer,8,0.0,2026-07-21,Yes
CUST101180,Female,28,39,Premium,Month-to-month,84.89,3294.37,Bank transfer,8,2.0,2026-07-15,No
CUST101554,Female,48,65,Standard,Two year,59.38,3870.81,Mailed check,11,0.0,2026-07-17,No
CUST101307,Female,34,42,Premium,Month-to-month,80.49,3357.95,Bank transfer,19,2.0,2026-07-15,Yes
CUST100418,Female,33,69,Standard,Month-to-month,47.83,3297.74,Bank transfer,9,0.0,2026-06-23,No
CUST101847,Female,74,25,Basic,Two year,25.7,640.95,Mailed check,18,0.0,2026-07-29,No
CUST101704,Male,50,2,Basic,One year,33.71,76.56,Mailed check,11,2.0,2026-07-15,No
CUST101281,Male,27,49,Basic,One year,27.46,1360.35,E-check,12,1.0,2026-05-19,No
